timestamp_iso;device_label;user_agent;run_id;sample_idx;latency_ms;model_url;input_source;notes
2026-04-03T11:01:43.264Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214100611;9;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:01:43.280Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214100611;10;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:01:43.297Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214100611;11;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:01:43.314Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214100611;12;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:01:43.331Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214100611;13;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:01:43.347Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214100611;14;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:01:43.364Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214100611;15;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:01:43.381Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214100611;16;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:01:43.398Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214100611;17;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:01:43.415Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214100611;18;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:01:43.431Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214100611;19;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:01:43.448Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214100611;20;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.724Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;1;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.728Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;2;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.745Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;3;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.762Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;4;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.779Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;5;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.795Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;6;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.812Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;7;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.829Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;8;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.845Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;9;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.854Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;10;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.870Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;11;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.887Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;12;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.904Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;13;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.920Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;14;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.937Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;15;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.954Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;16;5.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.971Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;17;5.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:05.988Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;18;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:06.020Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;19;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:06.025Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214123395;20;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.188Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;1;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.192Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;2;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.204Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;3;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.224Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;4;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.240Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;5;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.256Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;6;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.286Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;7;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.304Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;8;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.312Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;9;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.337Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;10;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.354Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;11;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.371Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;12;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.388Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;13;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.405Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;14;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.422Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;15;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.438Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;16;5.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.455Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;17;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.471Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;18;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.488Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;19;5.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:02:12.505Z;iphone-safari;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214129728;20;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.126Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;1;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.129Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;2;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.144Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;3;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.160Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;4;2.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.177Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;5;2.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.194Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;6;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.210Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;7;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.227Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;8;2.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.244Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;9;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.261Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;10;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.277Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;11;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.294Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;12;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.311Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;13;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.328Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;14;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.345Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;15;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.361Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;16;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.378Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;17;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.395Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;18;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.412Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;19;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:11:27.429Z;iphone13 final run safari browser;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775214685503;20;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:19:13.206Z;iphone13 Safari final run;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775215150518;1;5.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:19:13.212Z;iphone13 Safari final run;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775215150518;2;6.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:19:13.220Z;iphone13 Safari final run;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775215150518;3;4.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:19:13.236Z;iphone13 Safari final run;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775215150518;4;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:19:13.253Z;iphone13 Safari final run;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775215150518;5;2.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:19:13.269Z;iphone13 Safari final run;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775215150518;6;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:19:13.286Z;iphone13 Safari final run;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775215150518;7;3.0000;/models/model.tflite;dataset_images;iphone browser tflite test
2026-04-03T11:19:13.302Z;iphone13 Safari final run;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";run_1775215150518;8;2.0000;/models/model.tflite;dataset_images;iphone browser tflite test
